CustomerID,CustomerName,City,Category,Price,Quantity,Discount,Email
1078,Customer_1078,Jaipur,Grocery,303.0,3,10,customer1078@example.com
1079,Customer_1079,Chennai,Furniture,2285.0,3,0,customer1079@example.com
1080,Customer_1080,Chennai,Electronics,3955.0,4,5,customer1080@example.com
1081,Customer_1081,Kolkata,Clothing,2600.0,4,5,customer1081@example.com
1082,Customer_1082,Delhi,Furniture,3364.0,6,10,customer1082@example.com
1083,Customer_1083,Mumbai,Clothing,2976.0,9,15,customer1083@example.com
1084,Customer_1084,Lucknow,Clothing,326.0,2,10,customer1084@example.com
1085,Customer_1085,Jaipur,Sports,2274.0,1,0,customer1085@example.com
1086,Customer_1086,Indore,Grocery,2931.0,6,15,customer1086@example.com
1087,Customer_1087,Indore,Sports,1047.0,7,5,customer1087@example.com
1088,Customer_1088,Bengaluru,Electronics,3672.0,1,5,customer1088@example.com
1089,Customer_1089,Hyderabad,Grocery,673.0,6,10,customer1089@example.com
1090,Customer_1090,Mumbai,Clothing,4254.0,5,15,customer1090@example.com
1091,Customer_1091,Hyderabad,Grocery,2522.0,9,5,customer1091@example.com
1092,Customer_1092,Pune,Grocery,3205.0,3,10,customer1092@example.com
1093,Customer_1093,Chennai,Sports,103.0,5,10,customer1093@example.com
1094,Customer_1094,Pune,Grocery,4851.0,10,10,customer1094@example.com
1095,Customer_1095,Kolkata,Grocery,3722.0,4,15,customer1095@example.com
1096,Customer_1096,Jaipur,Electronics,2424.0,9,10,customer1096@example.com
1097,Customer_1097,Mumbai,Furniture,2642.0,4,5,customer1097@example.com
1098,Customer_1098,Jaipur,Electronics,478.0,4,15,customer1098@example.com
1099,Customer_1099,Indore,Electronics,3830.0,7,5,customer1099@example.com
1100,Customer_1100,Chennai,Grocery,3373.0,4,5,customer1100@example.com
1004,Customer_1004,Lucknow,Sports,317.0,9,5,customer1004@example.com
1021,Customer_1021,Indore,Grocery,4880.0,7,10,customer1021@example.com
1051,Customer_1051,Chennai,Electronics,1448.0,7,0,customer1051@example.com
